Perfume,Brand,Gender,Year,Top,Middle,Base,mainaccord1,mainaccord2,mainaccord3,mainaccord4,mainaccord5,Rating Value,Rating Count
la-petite-robe-noire-2,guerlain,women,2011.0,"red berries, galbanum, litchi, bergamot, lemon","marshmallow, iris, violet leaf, orange blossom","leather, musk, sandalwood",sweet,powdery,fruity,green,iris,3.48,346
spring-flower-2023,creed,women,2023.0,"lemon, grapefruit, green notes, bergamot","white flowers, jasmine, apricot, peach","ambergris, musk, cedar",white floral,citrus,animalic,amber,fruity,3.49,145
la-petite-robe-noire,guerlain,women,2009.0,"almond, anise, lemon","macarons, licorice, rose","vanilla, patchouli, tea, musk",sweet,soft spicy,almond,vanilla,anis,3.49,798
hermessence-muguet-porcelain,hermes,unisex,2016.0,"green notes, pear","lily-of-the-valley, hedione, neroli","animal notes, white musk",green,fresh,white floral,musky,floral,3.49,342
deep-forest,mancera,unisex,2019.0,"leather, incense, cloves, agarwood (oud), bergamot, orange","violet, orange blossom, rose, patchouli","woody notes, amber, white musk, vetiver, vanilla",woody,amber,warm spicy,powdery,citrus,3.49,357
crazy-me,paco-rabanne,unisex,2019.0,wasabi,mimosa,"sandalwood, spices",yellow floral,powdery,woody,fresh spicy,warm spicy,3.49,113
phantom,paco-rabanne,men,2021.0,"lavender, lemon zest, amalfi lemon","lavender, earthy notes, apple, smoke, patchouli","vanilla, lavender, vetiver",citrus,vanilla,lavender,earthy,aromatic,3.49,4562
oud-wood-parfum,tom-ford,unisex,2024.0,"cardamom, pink pepper, rosemary","sandalwood, patchouli, agarwood (oud), vetiver","vanilla, tonka, amber",warm spicy,woody,vanilla,powdery,aromatic,3.49,194
rose-milano-soie-de-nacre,giorgio-armani,unisex,2023.0,"lemon, bergamot","damask rose, jasmine","oakmoss, patchouli",citrus,rose,white floral,floral,mossy,3.5,32
mon-paris-floral-eau-de-parfum-in-love-collector,yves-saint-laurent,women,2020.0,"peach, pear, raspberry, bergamot","magnolia, peony, orange blossom, jasmine sambac, datura","musk, patchouli, cashmeran",floral,fruity,white floral,musky,citrus,3.5,32
ch-kings,carolina-herrera,men,2019.0,"pink pepper, black pepper, violet, cardamom","cacao, lavender, coffee, pineapple, clary sage","tonka bean, musk, amber",warm spicy,aromatic,sweet,soft spicy,musky,3.51,120
secret-intention,guerlain,women,2001.0,"tea, coriander, cardamom, bergamot, lemon","peony, jasmine, neroli","tonka bean, sandalwood, vanilla",fresh,aromatic,floral,white floral,citrus,3.51,134
boss-alive-parfum,hugo-boss,women,2023.0,jasmine,vetiver,leather,white floral,leather,aromatic,woody,earthy,3.51,158
qimmah-for-men,lattafa-perfumes,men,Inconnu,"cedar, agarwood","lavender, sage, rosemary","patchouli, vetiver",aromatic,lavender,woody,patchouli,fresh spicy,3.51,37
calvin-klein-women-eau-de-toilette,calvin-klein,women,2019.0,"lemon, cassis, pink pepper, raspberry","orange blossom, peony, rose","musk, ambroxan, cedar, incense",citrus,musky,fresh,amber,aromatic,3.52,346
aqua-vitae-cologne-forte,maison-francis-kurkdjian,unisex,2021.0,"mandarin orange, bergamot","floral notes, solar notes","musk, sandalwood",citrus,floral,musky,powdery,aldehydic,3.52,448
amber-roses,mancera,unisex,2014.0,sicilian lemon,"rose, indian jasmine","amber, white musk, labdanum",amber,rose,musky,powdery,floral,3.52,314
bluebell,penhaligon-s,women,1978.0,citruses,"hyacinth, lily-of-the-valley, rose, cyclamen, jasmine","galbanum, cloves, cinnamon",green,floral,white floral,fresh spicy,warm spicy,3.52,1076
jeans-woman,versace,women,2004.0,"lilac, african orange flower, neroli, freesia","jasmine, rose, nutmeg","amber, musk, vanille",floral,white floral,fresh,citrus,rose,3.52,27
212-surf-for-him,carolina-herrera,men,2014.0,sea notes,grapefruit,patchouli,marine,citrus,aromatic,patchouli,salty,3.53,111
gabrielle-l-eau,chanel,women,2024.0,"red berries, green notes","orange blossom, ylang ylang, tuberose, jasmine","musk, sandalwood",white floral,fruity,sweet,musky,green,3.53,38
wind-flowers,creed,women,2021.0,"jasmine, orange blossom, peach","jasmine sambac, tuberose, rose","orange blossom, musk, praline, iris, sandalwood",white floral,sweet,powdery,musky,tuberose,3.53,659
aqua-allegoria-forte-rosa-palissandro,guerlain,unisex,2023.0,"coriander, lemon, aldehydes","damask rose, palisander rosewood, geranium","sandal, patchouli",woody,rose,aromatic,warm spicy,fresh spicy,3.53,302
jasmin-bonheur,guerlain,unisex,2022.0,"apricot, bergamot","jasmine, orange blossom, rose",iris,white floral,iris,powdery,citrus,violet,3.53,236
le-male-pirate-edition,jean-paul-gaultier,men,2015.0,"mint, lavender, cardamom, artemisia, bergamot","cinnamon, orange blossom, caraway","tonka bean, vanilla, sandalwood, amber, cedar",aromatic,warm spicy,fresh spicy,vanilla,green,3.53,32
invictus-silver-cup-collector-s-edition,paco-rabanne,men,2014.0,"sea notes, grapefruit, mandarin orange","bay leaf, jasmine","patchouli, moss, ambergris, guaiac wood",woody,citrus,fresh spicy,aromatic,marine,3.53,43
lady-million-empire,paco-rabanne,women,2019.0,"red currant, orange, neroli essence","mirabelle, magnolia, osmanthus, orange blossom","cognac, patchouli, white musk",fruity,sweet,woody,floral,citrus,3.53,920
apex-parfum,roja-dove,unisex,2022.0,"mandarin orange, bergamot, orange, lemon","pineapple, jasmine, labdanum","cypress, patchouli, balsam fir, juniper berries, oakmoss, leather, ambergris, musk, incense, galbanum, tobacco, cashmere wood, elemi, rum, sandalwood, amber, benzoin, labdanum",citrus,woody,aromatic,fresh spicy,sweet,3.53,189
jeans-couture-glam,versace,women,2003.0,"aldehydes, pink pepper, petitgrain","fuchsia, butterfly orchid, rose","cedar, musk, amber",floral,sweet,musky,aldehydic,woody,3.53,180
red-jeans,versace,women,1994.0,"peach, apricot, freesia, black currant","rose, violet, lily-of-the-valley, water lily, ylang-ylang","musk, vanilla, sandalwood",floral,fruity,powdery,rose,sweet,3.53,3145
paris-rebel-collector-2014,yves-saint-laurent,women,2014.0,"citruses, pink pepper, tomato leaf",rose,"musk, woody notes, amber",rose,citrus,aromatic,fresh spicy,musky,3.53,32
bergamot-lavender,zara,men,2020.0,bergamot,lavender,cedar,lavender,aromatic,woody,fresh spicy,citrus,3.53,36
dolce,dolce-gabbana,women,2014.0,"neroli, papaya flower","water lily, narcissus, amaryllis","musk, cashmeran",floral,musky,fresh,powdery,aquatic,3.54,4801
light-blue-italian-zest-pour-homme,dolce-gabbana,men,2018.0,"grapefruit, bergamot, lemon, mandarin orange","sichuan pepper, rosemary, hedione, palisander rosewood, freesia","musk, incense, oakmoss, amberwood",citrus,fresh spicy,aromatic,Unknown,Unknown,3.54,292
my-couture,givenchy,women,2003.0,"black currant, freesia","jasmine, lily-of-the-valley","almond, musk",white floral,floral,fruity,almond,nutty,3.54,252
nashi-blossom,jo-malone-london,unisex,2016.0,lemon,"pear blossom, rose",white musk,floral,musky,citrus,powdery,fresh,3.54,253
rose-magnolia-cologne-2024,jo-malone-london,women,2024.0,"magnolia, black pepper","may rose, rose de mai, geranium","amber, patchouli, amberwood, moss",floral,rose,amber,fresh spicy,citrus,3.54,41
idole-eau-de-parfum-limited-edition-2021,lancome,women,2021.0,"pear, bergamot","turkish rose, may rose, indian jasmine","vanilla, white musk",rose,vanilla,sweet,fruity,musky,3.54,28
o-de-lancome-fourreaute,lancome,women,2018.0,"citruses, lemon, mandarin orange, bergamot, floral notes","green accord, basil, honeysuckle, jasmine, rosemary, coriander","vetiver, moss, sandalwood",citrus,aromatic,green,fresh spicy,woody,3.54,39
black-intensitive-aoud,mancera,unisex,2008.0,"pepper, cloves, peach","rose, saffron, jasmine, violet","agarwood (oud), gurjan balsam, cedar, sandalwood",warm spicy,woody,oud,rose,fresh spicy,3.54,63
lady-million-eau-de-toilette,paco-rabanne,women,2012.0,"neroli, lily-of-the-valley","gardenia, hyacinth","honey, patchouli",white floral,honey,floral,green,fresh,3.54,540
dandy-me,paco-rabanne,unisex,2021.0,"cinnamon, saffron, grapefruit","may rose, geranium","agarwood (oud), sandalwood, vanilla",warm spicy,oud,rose,woody,cinnamon,3.54,63
bright-crystal-parfum,versace,women,2024.0,"red fruits, yuzu, pomegranate, caramel","helvetolide, peony, magnolia, lotus","ambrox super, norlimbanol, musk",amber,floral,fruity,fresh,citrus,3.54,57
night-skyline,zara,men,2021.0,ginger,artemisia,suede,warm spicy,herbal,leather,aromatic,musky,3.54,54
encounter,calvin-klein,men,2012.0,"rum, cardamom, mandarin orange","cognac, pepper, patchouli, jasmine","agarwood (oud), cedar, musk",warm spicy,woody,rum,oud,fresh spicy,3.55,1008
aqua-allegoria-florabloom,guerlain,unisex,2024.0,"mango, bergamot, lime","tuberose, iris, violet, rose","coconut, musk, sandalwood",tuberose,powdery,tropical,coconut,sweet,3.55,196
aqua-allegoria-tutti-kiwi,guerlain,women,2005.0,"rhubarb, lemon, mandarin orange","kiwi, false jasmine, pelargonium","sandalwood, woodsy notes, bourbon vanilla",fruity,citrus,aromatic,green,woody,3.55,249
aqua-allegoria-forte-oud-yuzu,guerlain,unisex,2023.0,yuzu,agarwood (oud),cedar,citrus,oud,fresh spicy,woody,green,3.55,342
lavender-coriander-cologne,jo-malone-london,unisex,2020.0,sage,"lavender, coriander",tonka bean,aromatic,lavender,herbal,soft spicy,vanilla,3.55,99
musk-salama,lattafa-perfumes,unisex,2022.0,"white musk, fruits","white musk, amber","woodsy notes, moscow mule, leather, agarwood (oud)",musky,powdery,fruity,animalic,woody,3.55,93
aoud-s,mancera,women,2011.0,"clove, cinnamon, bergamot","ylang-ylang, rose, jasmine, violet","agarwood (oud), leather, white musk",oud,leather,yellow floral,rose,powdery,3.55,146
hamdani,parfums-de-marly,unisex,2013.0,"olibanum, myrhh","guaiac wood, cloves, honey","leather, styrax, papyrus, tobacco, benzoin, sandalwood",amber,woody,leather,warm spicy,balsamic,3.55,341
electric-cherry,tom-ford,unisex,2023.0,"cherry, ginger",jasmine sambac,"pink pepper, ambrettolide, musk",musky,cherry,sweet,soft spicy,amber,3.55,987
frsh-003-frv,zara,women,2021.0,lemon,vetiver,cedar,woody,citrus,aromatic,earthy,Unknown,3.55,33
eau-03-positano-sunrise,zara,men,2023.0,violet,piña colada,"woody notes, incense",coconut,fruity,sweet,woody,violet,3.55,51
classics-5-0,zara,men,2020.0,"apple, cassis",geranium,"leather, patchouli",fruity,leather,fresh,fresh spicy,green,3.55,33
body-crystal-baccarat,burberry,women,2012.0,"peach, wormwood","rose, iris, sandalwood","vanilla, musk, tonka bean, cashmere wood",powdery,vanilla,woody,rose,musky,3.56,27
omnia-golden-citrine,bvlgari,women,2020.0,"white peach, sicilian mandarin","ylang-ylang, jasmine","benzoin, cedar",yellow floral,sweet,woody,white floral,fruity,3.56,395
ck-in2u-for-him,calvin-klein,men,2007.0,"lemon, tomato leaf",cacao pod,"cedar, white musk, vetiver",aromatic,citrus,cacao,woody,warm spicy,3.56,2337
euphoria-blush,calvin-klein,women,2020.0,"raspberry, mandarin orange, blackberry, pink pepper","rose, orchid, jasmine","patchouli, cashmere wood, chocolate, white amber",fruity,sweet,rose,citrus,floral,3.56,138
lemon,dolce-gabbana,unisex,2020.0,"sicilian lemon, calabrian bergamot, petitgrain",ginger,haitian vetiver,citrus,aromatic,fresh spicy,woody,Unknown,3.56,131
red-roses-cologne,jo-malone-london,unisex,2022.0,"violet leaves, lemon","rose, bulgarian rose, turkish rose, damask rose, may rose, french rose",honeycomb,rose,ozonic,floral,aquatic,Unknown,3.56,50
juicy-flowers,mancera,women,2020.0,"red fruits, pear, pink pepper, citruses","rose, peach, sandalwood, jasmine","white musk, raspberry, ambergris, vanilla",fruity,sweet,musky,powdery,rose,3.56,330
lady-million-eau-my-gold,paco-rabanne,women,2014.0,"mango, neroli, grapefruit, mandarin orange, bergamot","orange blossom, violet","musk, cedar, amber, sandalwood",citrus,white floral,tropical,sweet,fruity,3.56,717
risque-pour-femme-essence-de-parfum,roja-dove,women,2021.0,bergamot,"chamomile, hyacinth, peach, may rose, ylang-ylang, jasmine","oakmoss, patchouli, labdanum, cedar, vetiver",woody,floral,herbal,earthy,fresh spicy,3.56,66
uomo,zara,men,2022.0,bergamot,nutmeg,amber,amber,fresh spicy,Unknown,Unknown,Unknown,3.56,45
burberry-summer-for-women-2013,burberry,women,2013.0,"pomegranate, green leaves, mandarin orange","freesia, lily-of-the-valley, rose","white musk, cedar, sandalwood",woody,floral,citrus,green,white floral,3.57,226
ch-men-sport,carolina-herrera,men,2012.0,"grapefruit, bergamot, sage","juniper, sea notes, sichuan pepper","vetiver, sandalwood, oakmoss",aromatic,fresh spicy,citrus,woody,earthy,3.57,917
dolce-lily,dolce-gabbana,women,2022.0,"passionfruit, lemon, bergamot","rose, pink lily","musk, vanilla, sandalwood",citrus,tropical,fruity,sweet,fresh,3.57,478
dahlia-noir-l-eau,givenchy,women,2013.0,"neroli, green notes, lemon, grapefruit","rose, peony","cedar, musk, patchouli, amberwood",woody,citrus,musky,patchouli,powdery,3.57,1093
la-petite-robe-noire-eau-de-parfum-limited-edition-2014,guerlain,women,2014.0,"sour cherry, red berries, almond, bergamot","licorice, black rose, taif rose, black tea","patchouli, vanilla, tonka bean, iris, anise",sweet,fruity,vanilla,soft spicy,almond,3.57,46
boss-the-scent-pure-accord-for-him,hugo-boss,men,2020.0,ginger,maninka,white suede,warm spicy,leather,fruity,fresh,musky,3.57,227
le-beau-male,jean-paul-gaultier,men,2013.0,"mint, wormwood","lavender, orange blossom, sage",musk,aromatic,fresh spicy,green,lavender,musky,3.57,1024
plum-blossom-2017,jo-malone-london,women,2017.0,yellow plum,"plum blossom, jasmine, ylang-ylang","white musk, sandalwood",floral,fruity,fresh,white floral,sweet,3.57,94
green-almond-redcurrant-cologne-2023,jo-malone-london,unisex,2023.0,"citruses, red currant",green almond,"tonka bean, cedarwood",fruity,citrus,almond,fresh,sweet,3.57,58
wisteria-lavender-cologne,jo-malone-london,unisex,2020.0,lavender,"wisteria flower, heliotrope",musk,musky,lavender,powdery,floral,fresh spicy,3.57,143
la-vie-est-belle-artist-edition-by-ladypink,lancome,women,2018.0,"black currant, pear","orange blossom, iris, jasmine sambac","patchouli, vanilla, praline, tonka bean",sweet,vanilla,fruity,white floral,patchouli,3.57,42
baccarat-rouge-540-scented-hair-mist,maison-francis-kurkdjian,unisex,2022.0,"saffron, jasmine, hedione","amberwood, ambergris","fir resin, cedar",woody,warm spicy,amber,metallic,leather,3.57,69
individuel-tonic,montblanc,men,2018.0,"juniper berries, rosemary, pineapple, bergamot, cardamom, coriander, mint, lavender, cinnamon","geranium, orange blossom, violet, jasmine","oakmoss, musk, sandalwood, raspberry, vetiver, vanilla, patchouli, amber, dark chocolate",aromatic,fresh spicy,woody,mossy,fruity,3.57,75
scandal-pour-femme-essence-de-parfum,roja-dove,women,2021.0,bergamot,"gardenia, tuberose, jasmine, freesia, orange blossom, lily-of-the-valley, may rose","musk, orris, sandalwood",white floral,floral,tuberose,animalic,Unknown,3.57,98
woman-cherry,zara,women,2021.0,"mandarin orange, pear, cherry","sour cherry blossom, peony, tiare flower","black vanilla husk, praline",floral,fruity,citrus,sweet,vanilla,3.57,87
ck-in2u-pop-for-him,calvin-klein,men,2008.0,"cucumber, mint, lemon","cardamom, neroli, violet","patchouli, vetiver",aromatic,green,citrus,warm spicy,ozonic,3.58,55
epices-volees,guerlain,unisex,2021.0,"coriander, artemisia, lemon, bergamot","clove, cardamom, sage, bulgarian rose","sandalwood, patchouli, benzoin, labdanum",warm spicy,aromatic,herbal,woody,citrus,3.58,142
boss-jour-pour-femme,hugo-boss,women,2013.0,"lime, grapefruit blossom","white flowers, freesia, lily-of-the-valley, honeysuckle","birch, amber",white floral,citrus,floral,leather,fresh,3.58,1334
la-vie-est-belle-glitter,lancome,women,2013.0,"black currant, pear","iris, jasmine, orange blossom","praline, vanilla, patchouli, tonka bean",sweet,fruity,vanilla,white floral,iris,3.58,95
miracle-ultra-pink,lancome,women,2004.0,"pink pepper, ginger","litchi, jasmine, magnolia, freesia","musk, amber, labdanum",floral,musky,soft spicy,white floral,fruity,3.58,60
peach-margarita,zara,women,2018.0,melon,rose,musk,ozonic,aquatic,rose,musky,fresh,3.58,26
marshmallow-addiction,zara,women,2022.0,"fruity notes, sunflower","gourmand accord, vanilla",musk,sweet,fruity,vanilla,musky,powdery,3.58,107
zara-av-das-americas-4666-rio-de-janeiro,zara,women,2015.0,red berries,watermelon,"sugar, woody notes",sweet,ozonic,fruity,aquatic,vanilla,3.58,33
universal-oud,zara,unisex,2021.0,black pepper,agarwood (oud),patchouli,oud,fresh spicy,patchouli,warm spicy,woody,3.58,202
001-somewhere-nowhere,zara,women,2019.0,lemon,magnolia,musk,citrus,aromatic,musky,floral,Unknown,3.58,57
ck-one-summer-2017,calvin-klein,unisex,2017.0,"cucumber, lime, citron","pepper, white pepper, ginger, saffron","musk, guaiac wood",citrus,warm spicy,ozonic,fresh spicy,aquatic,3.59,180
eternity-summer-2015,calvin-klein,women,2015.0,"watermelon, mandarin orange, pear","water lily, peony, hyacinth","musk, sandalwood, white amber",floral,aquatic,fresh,ozonic,citrus,3.59,101
k-by-dolce-gabbana,dolce-gabbana,men,2019.0,"juniper berries, citruses, blood orange, sicilian lemon","pimento, lavender, clary sage, geranium","vetiver, cedar, patchouli",aromatic,citrus,woody,fresh spicy,warm spicy,3.59,2991
opus-xv-king-blue,amouage,unisex,2023.0,"black currant, mandarin orange, pink pepper","frankincense, amber","agarwood (oud), leather, oak, patchouli, sandalwood",woody,oud,amber,fruity,leather,3.59,414
boss-bottled-sport,hugo-boss,men,2012.0,"grapefruit, aldehydes","lavender, cardamom",vetiver,aromatic,citrus,aldehydic,lavender,fresh spicy,3.59,551
versus,versace,women,2010.0,"kumquat, amalfi lemon, star apple","african orange flower, stephanotis, tincture of rose","musk, ambrette (musk mallow), patchouli",citrus,musky,white floral,aromatic,sweet,3.59,1603
nightfall-in-madrid,zara,unisex,2021.0,cardamom,"tonka bean, nutmeg",sandalwood,warm spicy,aromatic,vanilla,woody,amber,3.59,39
my-euphoria,calvin-klein,women,2023.0,black currant,"orchid, sesame, tuberose","sandalwood, agarwood (oud), bamboo",woody,fruity,floral,powdery,soft spicy,3.6,217
emporio-armani-diamonds-eau-de-toilette,giorgio-armani,women,2009.0,"pink pepper, bergamot",rose,"vetiver, musk",rose,musky,aromatic,soft spicy,citrus,3.6,402
la-belle-le-parfum-2024,jean-paul-gaultier,women,2024.0,pear,vanilla,tonka,vanilla,sweet,fruity,amber,aquatic,3.6,42
yellow-hibiscus,jo-malone-london,unisex,2021.0,hibiscus,"rose, lime",white musk,rose,musky,floral,citrus,powdery,3.6,152
explorer-ultra-blue,montblanc,men,2021.0,"sicilian bergamot, pink pepper, exotic fruits","sea notes, ambergris","woodsy notes, indonesian patchouli leaf, leather",marine,aromatic,citrus,woody,fruity,3.6,1279
lady-million-lucky,paco-rabanne,women,2018.0,raspberry,"hazelnut, rose, jasmine","honey, cashmere wood, sandalwood, cedar",woody,sweet,fruity,honey,rose,3.6,724
eau-01-amalfi-coast,zara,men,2023.0,"lemon, nutmeg","woody notes, mastic or lentisque, thuja","ambroxan, vetiver, cashmeran",citrus,woody,amber,fresh spicy,aromatic,3.6,52
a-daisy-bouquet-in-london,zara,women,2020.0,bergamot,jasmine,white musk,citrus,white floral,fresh spicy,aromatic,floral,3.6,40
deep-euphoria,calvin-klein,women,2016.0,"white pepper, cascalone, mandarin leaf","black rose, peony, geranium, jasmine sambac","patchouli, woody notes, musk",rose,woody,fresh spicy,patchouli,warm spicy,3.61,1285
figment-man,amouage,men,2017.0,"geranium, lemon, pink pepper","animal notes, vetiver, sandalwood","earthy notes, labdanum, guaiac wood",earthy,woody,animalic,aromatic,musky,3.61,1208
rouge-hermes-eau-delicate,hermes,women,2002.0,"aldehydes, ylang-ylang","rose, vanilla","labdanum, amber, cedar",amber,woody,aldehydic,rose,yellow floral,3.61,298
